Artist,Title,explicit,duration_ms,key,mode,time_signature,tempo,danceability,energy,valence,loudness,speechiness,acousticness,instrumentalness,liveness
Super Ratones,No Seas Cruel,0,122274,2.0,1.0,4.0,178.735,0.61,0.816,0.849,-6.543,0.0371,0.703,0.0,0.0553
Super Ratones,Esta Vez Voy a Quedarme,0,229295,0.0,1.0,4.0,94.48,0.624,0.576,0.354,-8.055,0.0302,0.156,0.0,0.0979
Super Ratones,Lo Siento Susana,0,169620,0.0,1.0,4.0,136.876,0.655,0.78,0.934,-7.519,0.0396,0.199,0.0,0.0804
Super Ratones,"Con Cariño, Yo",0,179953,11.0,0.0,4.0,145.879,0.491,0.922,0.854,-5.521,0.0585,0.163,0.0,0.104
Super Ratones,Los Sonidos del Mar,0,77019,11.0,1.0,3.0,142.493,0.415,0.0762,0.173,-13.298,0.0457,0.94,0.0,0.202
Super Ratones,Me Muero por Vos,0,211601,4.0,0.0,4.0,137.567,0.553,0.841,0.823,-6.853,0.035,0.205,0.000367,0.124
Super Ratones,Karma Sin Quemar,0,171454,0.0,1.0,4.0,122.907,0.54,0.623,0.847,-5.898,0.0364,0.0503,0.0,0.136
Super Ratones,Que Viste en Mi?,0,185874,2.0,1.0,4.0,199.389,0.273,0.253,0.407,-10.421,0.0311,0.946,0.0,0.0984
Super Ratones,Como Un Fantasma,0,227506,9.0,0.0,4.0,117.064,0.513,0.748,0.518,-6.129,0.0314,0.000708,1.01e-06,0.129
Super Ratones,Cómo Estamos Hoy,0,160066,11.0,0.0,4.0,153.979,0.538,0.886,0.689,-5.806,0.107,0.00104,0.000286,0.527
Super Ratones,Otro Dia En La Vida,0,224800,0.0,1.0,4.0,168.117,0.406,0.533,0.597,-7.541,0.0272,0.0144,0.0,0.362
Super Ratones,Decime Que Te Hicieron,0,194306,10.0,1.0,4.0,130.123,0.413,0.786,0.55,-6.683,0.0329,0.000138,0.0,0.322
Super Ratones,Cosas Perdidas,0,288106,7.0,1.0,4.0,131.096,0.748,0.267,0.616,-12.432,0.0346,0.0925,0.000411,0.11
Super Ratones,El Peso Del Mundo Es Amor,0,422146,2.0,1.0,4.0,127.777,0.391,0.384,0.241,-11.019,0.0312,0.023,3.36e-05,0.14
Super Ratones,Cornalitos Fritos,0,180386,7.0,1.0,3.0,169.416,0.318,0.765,0.402,-8.167,0.0624,0.00019,0.0,0.569
Super Ratones,Mas Alla Del Sol,0,267400,10.0,1.0,3.0,182.941,0.168,0.498,0.201,-9.004,0.0348,0.0544,0.00175,0.0755
Super Ratones,Estuve Ahi,0,191266,7.0,1.0,4.0,133.019,0.503,0.669,0.561,-6.594,0.0294,0.00111,9.86e-05,0.863
Super Ratones,Bajo El Reflector,0,201533,2.0,1.0,4.0,145.691,0.282,0.574,0.162,-6.422,0.0348,4.25e-05,0.0492,0.117
Super Ratones,Ricky,0,295186,10.0,0.0,4.0,100.32,0.623,0.118,0.327,-15.9,0.0325,0.775,0.0,0.336
Super Ratones,Adonde,0,279160,4.0,0.0,4.0,84.943,0.467,0.628,0.478,-7.7,0.0258,0.00538,0.0,0.315
Super Ratones,Yo Sigo,0,242560,7.0,1.0,4.0,141.032,0.344,0.696,0.0692,-6.123,0.0413,0.0169,0.0,0.3
Super Ratones,Jam On,0,255786,0.0,1.0,4.0,152.758,0.477,0.833,0.608,-8.051,0.092,0.0011,5.49e-05,0.31
Super Ratones,Juntando Las Piezas,0,260959,5.0,1.0,4.0,136.098,0.495,0.886,0.283,-5.22,0.0405,0.102,0.0,0.376
Super Ratones,Aguafuertes,0,265866,9.0,0.0,4.0,173.605,0.258,0.555,0.695,-5.274,0.0341,0.155,0.00588,0.131
Super Ratones,Mientras Los Dias Pasan,0,225800,2.0,1.0,4.0,134.044,0.615,0.785,0.693,-6.827,0.0281,0.0252,0.0,0.0909
Super Ratones,Granja Media Argentina,0,309440,2.0,1.0,4.0,179.417,0.212,0.654,0.583,-8.232,0.0305,0.0508,1.56e-06,0.0822
Super Ratones,Paula,0,175493,11.0,0.0,4.0,113.324,0.694,0.274,0.706,-11.986,0.0338,0.079,0.0,0.123
Super Ratones,Pasajeros,0,172506,11.0,1.0,4.0,126.596,0.55,0.593,0.892,-9.3,0.0276,0.00494,0.0,0.0809
Super Ratones,Invisible,0,261693,0.0,1.0,4.0,96.043,0.34,0.749,0.619,-5.418,0.0306,0.00197,2.34e-05,0.303
Super Ratones,Solo (El Gran Derroche),0,203373,9.0,0.0,4.0,131.027,0.661,0.806,0.782,-5.998,0.0338,0.0207,0.0,0.0778
Super Ratones,De Pie,0,196093,9.0,1.0,4.0,144.858,0.539,0.765,0.805,-7.669,0.0343,0.0232,0.0,0.0729
Super Ratones,Mar De Las Pampas,0,313226,5.0,1.0,4.0,119.581,0.536,0.409,0.282,-13.255,0.0301,0.311,0.159,0.205
Super Ratones,La Otra Cara,0,187573,0.0,1.0,4.0,157.804,0.333,0.685,0.752,-7.942,0.0339,0.0616,0.0,0.184
Super Ratones,Van a Cambiar,0,277466,9.0,1.0,4.0,77.056,0.697,0.422,0.442,-9.748,0.0382,0.364,0.000476,0.161
Super Ratones,La Verdad,0,190960,9.0,0.0,4.0,136.69,0.532,0.648,0.768,-7.469,0.0281,0.0524,0.0,0.35
Super Ratones,Un Paseo Por El Parque,0,354946,2.0,1.0,4.0,127.101,0.283,0.573,0.311,-6.919,0.0335,0.0407,2.03e-06,0.309
Super Ratones,Me Muero por Vos,0,211601,4.0,0.0,4.0,137.567,0.553,0.841,0.823,-6.853,0.035,0.205,0.000367,0.124
Super Ratones,Karma Sin Quemar,0,172520,0.0,1.0,4.0,122.183,0.556,0.599,0.86,-6.825,0.034,0.0823,0.0,0.106
Super Ratones,Tal Vez,0,164226,2.0,1.0,4.0,130.88,0.569,0.604,0.768,-7.466,0.0281,0.269,0.00057,0.0999
Super Ratones,Tu Sombra,0,231306,7.0,1.0,4.0,138.755,0.5,0.701,0.712,-8.467,0.0406,0.131,0.0156,0.254
Super Ratones,Veo T Veo,0,269333,7.0,1.0,4.0,176.075,0.555,0.611,0.824,-8.072,0.0318,0.143,0.163,0.0751
Super Ratones,Se Mueve,0,156680,0.0,1.0,4.0,169.057,0.516,0.843,0.693,-9.09,0.0383,0.493,0.276,0.144
Super Ratones,Quiero una Luz,0,199306,0.0,1.0,4.0,148.134,0.52,0.689,0.742,-7.566,0.0365,0.0718,4.27e-05,0.0688
Super Ratones,C`est la Vie,0,307426,2.0,1.0,4.0,125.094,0.713,0.65,0.809,-9.232,0.0467,0.501,0.027,0.335
Super Ratones,Algún Rincón del Mundo,0,169866,4.0,1.0,4.0,137.013,0.513,0.82,0.854,-9.574,0.0302,0.293,0.844,0.265
Super Ratones,Voy a Recorrer las Calles,0,253333,2.0,1.0,4.0,128.944,0.51,0.798,0.808,-8.044,0.0318,0.11,0.0122,0.148
Super Ratones,Que Viste en Mi?,0,185874,2.0,1.0,4.0,199.389,0.273,0.253,0.407,-10.421,0.0311,0.946,0.0,0.0984
Super Ratones,"Y Se Va , Se Nos Va",0,168306,5.0,0.0,4.0,136.573,0.381,0.685,0.72,-7.676,0.0377,0.117,0.000236,0.0664
Super Ratones,"Con Cariño, Yo",0,179953,11.0,0.0,4.0,145.879,0.491,0.922,0.854,-5.521,0.0585,0.163,0.0,0.104
Super Ratones,Fiebre de Verano,0,109160,9.0,1.0,4.0,182.14,0.481,0.601,0.972,-11.426,0.033,0.195,0.0,0.137
Super Ratones,Lo Siento Susana,0,169620,0.0,1.0,4.0,136.876,0.655,0.78,0.934,-7.519,0.0396,0.199,0.0,0.0804
Super Ratones,Por la Cuerda Floja,0,185160,2.0,1.0,4.0,140.403,0.661,0.612,0.965,-12.437,0.0323,0.0684,0.0,0.0461
Super Ratones,Mi Ultima Noche,0,261079,11.0,0.0,3.0,180.216,0.517,0.331,0.478,-13.938,0.0305,0.556,0.0,0.311
Super Ratones,Mala Sangre,0,112426,1.0,1.0,4.0,185.932,0.448,0.662,0.968,-12.214,0.044,0.0708,0.0,0.112
Super Ratones,La Paloma,0,188333,4.0,0.0,4.0,104.974,0.65,0.661,0.894,-11.419,0.029,0.202,0.0,0.0501
Super Ratones,Amame,0,161546,5.0,1.0,3.0,114.904,0.512,0.227,0.355,-14.658,0.0336,0.569,0.0,0.284
Super Ratones,Calypso de Amor,0,178120,9.0,1.0,4.0,120.042,0.847,0.433,0.975,-14.073,0.033,0.102,0.0,0.0547
Super Ratones,Esta Vez Voy a Quedarme,0,229295,0.0,1.0,4.0,94.48,0.624,0.576,0.354,-8.055,0.0302,0.156,0.0,0.0979
Super Ratones,Solo Queda el Amor,0,176346,7.0,1.0,3.0,183.344,0.402,0.249,0.63,-14.653,0.0299,0.516,0.0,0.0761
Super Ratones,Días de Sol,0,148560,2.0,1.0,4.0,140.385,0.64,0.523,0.973,-11.891,0.032,0.0552,0.0,0.0803
Super Ratones,Mis Paginas del Pasado,0,220773,4.0,1.0,4.0,141.197,0.549,0.631,0.738,-12.12,0.0387,0.151,0.0,0.308
Super Ratones,No Me Pidas Mas,0,138666,5.0,1.0,4.0,141.092,0.591,0.592,0.966,-10.471,0.0296,0.106,7.35e-06,0.311
Super Ratones,Los Sonidos del Mar,0,77019,11.0,1.0,3.0,142.493,0.415,0.0762,0.173,-13.298,0.0457,0.94,0.0,0.202
Super Ratones,Paf Boom Bam Zip Zap Boom Bam,0,104813,5.0,1.0,4.0,190.833,0.477,0.864,0.961,-10.162,0.0447,0.0528,0.0,0.193
Super Ratones,Aire para Respirar,0,217440,0.0,1.0,4.0,182.75,0.342,0.943,0.612,-3.279,0.149,0.102,8.91e-06,0.0595
Super Ratones,Vení Conmigo,0,150960,9.0,1.0,4.0,184.803,0.348,0.761,0.882,-11.817,0.0491,0.169,0.0,0.091
Super Ratones,Quiero Darte Vuelta,0,164080,9.0,1.0,4.0,172.876,0.488,0.914,0.809,-9.758,0.0366,0.294,0.0,0.0484
Super Ratones,Encerrado en un Cajon,0,213226,4.0,1.0,4.0,119.472,0.63,0.659,0.963,-14.605,0.0397,0.0435,5.87e-06,0.0844
Super Ratones,Despues de Medianoche,0,249148,0.0,1.0,3.0,109.301,0.681,0.509,0.314,-6.881,0.0271,0.65,0.0,0.136
Super Ratones,Hablando Todo Se Arregla,0,129653,7.0,1.0,4.0,190.619,0.394,0.873,0.968,-9.699,0.0466,0.462,1.22e-06,0.276
Super Ratones,Noche Psicodélica,0,227160,7.0,1.0,4.0,137.942,0.658,0.847,0.89,-10.869,0.0428,0.242,6.11e-06,0.671
Super Ratones,Todo Tu Amor,0,132013,0.0,1.0,4.0,200.415,0.491,0.903,0.969,-9.969,0.0389,0.599,1.17e-05,0.0887
Super Ratones,Ahora Sé Que Es Extrañar,0,226120,7.0,1.0,4.0,130.371,0.675,0.488,0.852,-13.196,0.0282,0.473,0.0,0.043
Super Ratones,El Fanfarrón,0,225453,4.0,1.0,4.0,140.014,0.711,0.823,0.949,-10.078,0.0506,0.556,0.0,0.06
Super Ratones,Oobie Doobie,0,122960,4.0,1.0,4.0,102.758,0.557,0.76,0.856,-12.207,0.0508,0.325,2.33e-05,0.0823
Super Ratones,Estoy Quebrado,0,125946,0.0,1.0,4.0,189.267,0.414,0.849,0.95,-10.061,0.0744,0.475,0.0,0.119
Super Ratones,No Te Quiero Ver,0,330586,9.0,1.0,4.0,156.641,0.465,0.572,0.664,-13.431,0.0451,0.245,1.84e-05,0.107
Super Ratones,No Seas Cruel,0,122920,2.0,1.0,4.0,177.841,0.58,0.594,0.874,-13.188,0.0366,0.667,0.0,0.055
Super Ratones,Cruzando el Mar,0,155409,6.0,0.0,4.0,140.412,0.648,0.806,0.966,-6.77,0.0435,0.0393,0.0,0.106
Super Ratones,Marili,0,219480,7.0,1.0,4.0,140.9,0.611,0.653,0.69,-12.126,0.0364,0.00361,0.0,0.108
Super Ratones,Dormir Tranquilo,0,195253,11.0,0.0,4.0,99.518,0.791,0.679,0.966,-11.394,0.025,0.0757,0.0,0.244
Super Ratones,Sos un Disfraz,0,151853,0.0,1.0,4.0,133.255,0.554,0.75,0.623,-11.07,0.0379,0.025,0.0,0.061
Super Ratones,Nadine,0,183920,3.0,1.0,4.0,145.282,0.586,0.834,0.949,-10.195,0.0443,0.00473,0.0032,0.303
Super Ratones,Estoy Mirandote,0,202253,2.0,1.0,4.0,135.154,0.617,0.623,0.952,-11.658,0.031,0.0228,0.0,0.201
Super Ratones,Surfin´Safari,0,129586,9.0,1.0,4.0,166.164,0.623,0.632,0.958,-13.273,0.0461,0.0182,0.000466,0.181
Super Ratones,Que Se Yo?,0,120115,11.0,0.0,4.0,138.178,0.634,0.843,0.908,-7.239,0.041,0.00833,0.0,0.0872
Super Ratones,A la Luz de la Luna,0,127220,7.0,1.0,4.0,98.893,0.657,0.794,0.868,-6.304,0.0544,0.0421,0.0,0.0677
Super Ratones,Dejame Hablar,0,143786,9.0,1.0,4.0,164.141,0.469,0.855,0.962,-10.677,0.0575,0.121,0.000142,0.203
Super Ratones,Algo Mejor,0,167186,0.0,1.0,3.0,115.012,0.662,0.454,0.549,-12.568,0.0319,0.0266,0.0,0.0881
Super Ratones,No Engañes a Mi Corazón,0,189693,7.0,1.0,4.0,128.775,0.641,0.595,0.766,-12.33,0.0388,0.0134,0.0,0.44
Super Ratones,Alguna Vez,0,125946,9.0,1.0,4.0,157.779,0.465,0.729,0.906,-10.738,0.041,0.0327,1.03e-06,0.27
Super Ratones,Nada Mas,0,188386,0.0,1.0,4.0,119.431,0.606,0.572,0.674,-12.567,0.0314,0.0747,1.51e-06,0.112
Super Ratones,No Tengo Hogar,0,119360,9.0,1.0,4.0,101.769,0.563,0.861,0.745,-11.428,0.034,0.00204,0.142,0.136
Super Ratones,Potpourri de los Beach Boys,0,436213,0.0,1.0,4.0,154.654,0.432,0.525,0.816,-12.941,0.0377,0.117,0.0,0.244
Super Ratones,Comenza a Correr,0,179613,2.0,1.0,4.0,108.335,0.715,0.618,0.895,-11.287,0.0292,0.151,0.0,0.0752
Super Ratones,Toda la Noche Asi,0,138720,0.0,1.0,4.0,165.456,0.44,0.953,0.964,-7.982,0.034,0.131,1.39e-06,0.0532
Super Ratones,Papa Om Mow Mow,0,106453,4.0,1.0,4.0,174.157,0.513,0.855,0.978,-9.998,0.141,0.326,0.0,0.0767
Super Ratones,Hasta Dar Con Vos,0,128493,2.0,1.0,4.0,107.575,0.513,0.64,0.921,-10.106,0.0321,0.167,0.0,0.272
Super Ratones,No Dejes Escapar el Sol,0,211613,6.0,1.0,4.0,130.81,0.663,0.56,0.891,-12.315,0.0276,0.121,0.0,0.0869
Super Ratones,Aprender a Amar,0,154653,7.0,1.0,4.0,142.916,0.606,0.772,0.921,-10.445,0.0279,0.148,0.0,0.0489
Super Ratones,La Tierra de las Mil Danzas,0,155061,6.0,1.0,4.0,94.069,0.66,0.872,0.952,-6.665,0.0363,0.0466,1.03e-06,0.0931
Super Ratones,Barbara Anne,0,118675,7.0,1.0,4.0,87.241,0.628,0.818,0.964,-6.476,0.0339,0.0807,0.0,0.219
Super Ratones,Ya Me Canse,0,158360,4.0,1.0,4.0,143.689,0.639,0.757,0.918,-10.256,0.0275,0.122,4e-05,0.108
Super Ratones,Puede Tu Mono Bailar a Gogo?,0,204427,6.0,0.0,4.0,134.496,0.611,0.925,0.97,-6.955,0.0314,0.0177,0.0,0.239
Super Ratones,Empecemos de una Vez,0,132720,4.0,1.0,4.0,146.483,0.653,0.858,0.97,-8.685,0.0297,0.0313,1.6e-06,0.284
Super Ratones,Bananas y Algo Mas,0,195080,7.0,1.0,4.0,139.899,0.686,0.801,0.913,-9.819,0.0298,0.201,0.0,0.0685
Super Ratones,Voy a Salir,0,156186,0.0,1.0,4.0,179.512,0.422,0.86,0.98,-10.336,0.0349,0.132,1.03e-06,0.338
Super Ratones,Acompañame (Come Go with Me),0,140786,4.0,1.0,4.0,137.346,0.689,0.53,0.889,-11.009,0.0327,0.197,0.0,0.185
Super Ratones,Si No Tuvieras Miedo,0,214099,7.0,1.0,4.0,89.996,0.501,0.743,0.582,-6.19,0.0329,0.00893,0.0,0.357
Vox Dei,Presente (El Momento en Que Estás),0,194053,0.0,1.0,4.0,102.591,0.534,0.522,0.516,-11.066,0.0317,0.726,0.0,0.25
Vox Dei,"Es una Nube, No Hay Duda",0,305200,7.0,1.0,4.0,123.002,0.485,0.699,0.552,-7.773,0.0347,0.326,0.00171,0.105
Vox Dei,Prométeme Que Nunca Me Dirás Adiós,0,209933,2.0,1.0,5.0,86.395,0.409,0.467,0.217,-9.936,0.0605,0.589,1.15e-06,0.101
Vox Dei,"La Verdadera Historia de ""Sam el Montañés""",0,203333,4.0,0.0,4.0,89.415,0.647,0.756,0.661,-7.807,0.0605,0.29,0.000175,0.209
Vox Dei,"Loco, Hacela Callar",0,211866,4.0,0.0,4.0,135.124,0.511,0.741,0.547,-7.986,0.0568,0.241,0.00104,0.111
Vox Dei,El Faisán y la Codorniz,0,291666,9.0,1.0,4.0,94.275,0.447,0.447,0.329,-8.861,0.0361,0.756,0.000108,0.136
Vox Dei,Es Necesario Salirte a Buscar,0,275864,7.0,1.0,4.0,114.014,0.413,0.889,0.349,-9.051,0.131,0.0237,0.000941,0.25
Vox Dei,Es Así y No Hay Nada Que Hablar,0,231200,9.0,1.0,3.0,66.981,0.355,0.368,0.261,-10.29,0.0527,0.629,0.0171,0.329
Vox Dei,No Es por Falta de Suerte,0,256519,9.0,1.0,4.0,106.153,0.687,0.842,0.847,-7.37,0.166,0.441,0.000414,0.276
Vox Dei,Total Qué (A Nadie Le Interesa Si Quedás Atrás),0,248706,9.0,1.0,4.0,163.633,0.463,0.837,0.483,-7.924,0.177,0.129,0.0465,0.644
Vox Dei,Canción para una Mujer (Que No Está),0,230213,7.0,1.0,4.0,70.642,0.302,0.323,0.142,-12.213,0.0386,0.756,2.1e-06,0.237
Vox Dei,La Luz Que Crea,0,318345,11.0,0.0,4.0,126.878,0.405,0.692,0.523,-9.264,0.0586,0.0482,0.0004,0.083
Vox Dei,Cuero (Tan Sólo Estás Recordándome),0,300240,4.0,0.0,4.0,164.244,0.351,0.77,0.614,-9.6,0.0731,0.0343,0.251,0.0971
Vox Dei,Reflejos Tuyos y Míos,0,371880,9.0,1.0,4.0,92.582,0.681,0.833,0.772,-7.5,0.0571,0.34,0.00108,0.347
Vox Dei,"Por Sobre el Monte, Encima del Mar",0,245093,0.0,1.0,4.0,79.691,0.481,0.602,0.505,-7.895,0.08,0.613,0.00637,0.106
Vox Dei,El Mañana Es Otra Historia,0,351533,4.0,0.0,4.0,103.735,0.499,0.623,0.248,-10.573,0.222,0.346,2.94e-06,0.221
Vox Dei,Mago de los Cuatro Vientos,0,294521,2.0,1.0,4.0,90.917,0.317,0.682,0.497,-9.927,0.0511,0.37,0.00362,0.211
Vox Dei,Compulsión,0,182160,2.0,1.0,4.0,111.621,0.637,0.807,0.726,-6.741,0.0506,0.242,0.0402,0.076
Vox Dei,Algo Está Cambiándome a Mí,0,351782,4.0,1.0,3.0,106.335,0.434,0.549,0.0747,-12.045,0.0524,0.0511,0.346,0.137
Vox Dei,Quiero Estar Seguro de Vivir,0,156804,7.0,1.0,4.0,138.288,0.562,0.457,0.611,-10.758,0.0411,0.613,0.0,0.194
Vox Dei,No Hay Nada Más Terrible Que el Maldito Bong,0,167322,2.0,1.0,4.0,124.572,0.689,0.745,0.585,-8.864,0.0683,0.102,0.0615,0.249
Vox Dei,"No, Ni por Equivocación",0,258100,7.0,1.0,4.0,130.184,0.467,0.775,0.557,-10.141,0.0732,0.0727,0.413,0.107
Vox Dei,La Ceremonia Es Total,0,196066,2.0,1.0,4.0,134.821,0.642,0.903,0.813,-8.668,0.035,0.353,0.000133,0.393
Vox Dei,Mientras Susy...,0,321186,9.0,1.0,3.0,152.049,0.317,0.571,0.348,-10.027,0.0321,0.227,1.38e-05,0.618
Vox Dei,Azúcar Amarga,0,146773,0.0,1.0,4.0,128.379,0.652,0.705,0.924,-8.217,0.0397,0.471,0.0,0.193
Vox Dei,A Nadie Le Interesa Si Quedás Atrás - En Vivo en Mr. Jones,0,214073,2.0,1.0,4.0,141.89,0.504,0.903,0.724,-7.92,0.161,0.0116,0.00254,0.407
Vox Dei,Como Toro - En Vivo en Mr. Jones,0,242210,7.0,1.0,4.0,125.072,0.547,0.864,0.573,-8.962,0.125,0.0284,0.00683,0.943
Vox Dei,Jeremías Pies De Plomo - En Vivo en Mr. Jones,0,244666,7.0,1.0,4.0,130.972,0.475,0.805,0.606,-9.209,0.0654,0.00455,0.000196,0.98
Vox Dei,Si Vas Por Bien - En Vivo en Mr. Jones,0,245423,9.0,1.0,4.0,135.859,0.552,0.632,0.858,-9.185,0.0832,0.0184,0.378,0.819
Vox Dei,No Dejaré que Viva En Mi - En Vivo en Mr. Jones,0,275617,9.0,1.0,4.0,129.917,0.486,0.631,0.51,-8.684,0.0515,0.0526,0.00185,0.465
Vox Dei,El Misil - En Vivo en Mr. Jones,0,168075,6.0,0.0,4.0,144.054,0.601,0.786,0.941,-9.238,0.142,0.179,0.00114,0.14
Vox Dei,El Camino - En Vivo en Mr. Jones,0,252711,0.0,1.0,4.0,99.39,0.559,0.699,0.458,-10.298,0.0473,0.0904,0.00078,0.722
Vox Dei,Un Corazón Dispuesto - En Vivo en Mr. Jones,0,254017,2.0,1.0,4.0,101.797,0.556,0.462,0.142,-11.004,0.0309,0.0137,0.0197,0.698
Vox Dei,Tan Solo Un Hombre - En Vivo en Mr. Jones,0,250726,4.0,0.0,4.0,131.458,0.365,0.604,0.24,-9.115,0.0451,0.137,0.00258,0.479
Vox Dei,Génesis - En Vivo en Mr. Jones,0,675921,9.0,1.0,4.0,134.074,0.251,0.721,0.339,-9.153,0.065,0.00706,0.478,0.702
Vox Dei,Libros Sapenciales - En Vivo en Mr. Jones,0,468561,7.0,1.0,4.0,89.535,0.285,0.666,0.461,-11.377,0.0661,0.071,0.0126,0.697
Vox Dei,Es Una Nube No Hay Duda,0,332620,7.0,1.0,4.0,139.025,0.4,0.771,0.64,-8.839,0.0637,0.0205,0.028,0.336
Vox Dei,Azúcar Amarga - En Vivo en Mr. Jones,0,237299,9.0,1.0,4.0,132.938,0.452,0.76,0.688,-10.236,0.0925,0.0141,0.00318,0.723
Vox Dei,Ritmo y Blues Con Armónica - En Vivo en Mr. Jones,0,311905,5.0,1.0,4.0,107.94,0.479,0.735,0.627,-9.68,0.135,0.179,0.000122,0.978
Vox Dei,El Momento En Que Estas - En Vivo en Mr. Jones,0,250200,9.0,1.0,4.0,101.63,0.478,0.797,0.658,-7.938,0.0603,0.137,0.00786,0.918
Vox Dei,Soltando Lastre - En Vivo,0,293023,1.0,1.0,4.0,127.801,0.484,0.853,0.375,-6.132,0.0312,0.000136,0.084,0.984
Vox Dei,A Nadie Le Interesa Si Quedás Atrás - En Vivo,0,213990,6.0,0.0,4.0,141.547,0.421,0.878,0.349,-6.281,0.0524,0.000621,0.0118,0.75
Vox Dei,Ritmo y Blues Con Armónica - En Vivo,0,297994,5.0,1.0,4.0,111.639,0.498,0.784,0.399,-6.663,0.0313,0.00826,0.0493,0.818
Vox Dei,"Loco, Hacela Callar - En Vivo",0,257996,3.0,0.0,4.0,139.238,0.393,0.799,0.428,-6.239,0.039,0.000266,0.0042,0.685
Vox Dei,Extraña Visita - En Vivo,0,160008,2.0,1.0,4.0,102.893,0.391,0.882,0.298,-4.668,0.0502,0.000432,0.0236,0.963
Vox Dei,Tan Solo un Hombre - En Vivo,0,256995,11.0,1.0,4.0,124.224,0.378,0.6,0.17,-6.548,0.0331,0.00114,0.0893,0.403
Vox Dei,Génesis - En Vivo,0,663005,10.0,0.0,4.0,127.54,0.274,0.645,0.276,-7.369,0.0346,0.000594,0.303,0.706
Vox Dei,Libros Sapienciales - En Vivo,0,468223,1.0,1.0,4.0,85.856,0.247,0.702,0.313,-7.615,0.0313,0.00333,0.0906,0.533
Vox Dei,Jeremías Pies de Plomo - En Vivo,0,221030,1.0,0.0,4.0,135.934,0.336,0.832,0.424,-6.426,0.0423,0.000196,0.00248,0.704
Vox Dei,El Regreso del Doctor Jekill - En Vivo,0,299940,3.0,1.0,4.0,144.553,0.247,0.839,0.349,-5.782,0.0643,0.00129,0.0366,0.738
Vox Dei,El Momento en Que Estás (Presente) - En Vivo,0,348342,8.0,1.0,4.0,90.612,0.337,0.642,0.195,-7.822,0.0319,0.0445,0.0668,0.788
Vox Dei,Genesis,0,398466,4.0,0.0,4.0,147.688,0.42,0.257,0.223,-17.289,0.0392,0.0222,0.107,0.102
Vox Dei,Moises,0,449573,7.0,1.0,4.0,80.943,0.238,0.363,0.194,-15.543,0.0321,0.255,0.0679,0.106
Vox Dei,Las Guerras,0,794226,11.0,0.0,4.0,81.865,0.337,0.539,0.687,-14.245,0.0981,0.0518,0.398,0.0689
Vox Dei,Profecias,0,456640,7.0,1.0,4.0,78.676,0.336,0.268,0.554,-17.922,0.0351,0.586,0.0039,0.0642
Vox Dei,Libros Sapienciales,0,137226,2.0,1.0,4.0,89.575,0.506,0.109,0.447,-14.977,0.0331,0.936,6.22e-06,0.0961
Vox Dei,Cristo y Nacimiento,0,199466,9.0,0.0,4.0,81.679,0.114,0.28,0.0958,-19.136,0.0348,0.947,0.86,0.0573
Vox Dei,Cristo - Muerte y Resurreccion,0,638906,4.0,0.0,4.0,79.944,0.226,0.34,0.228,-17.416,0.0468,0.35,0.417,0.0971
Vox Dei,Apocalipsis,0,288146,0.0,1.0,4.0,167.618,0.363,0.586,0.445,-16.979,0.087,0.0372,0.83,0.314
Vox Dei,Las Guerras,0,770333,4.0,0.0,4.0,84.419,0.335,0.502,0.613,-18.146,0.164,0.47,0.188,0.0824
Vox Dei,A Nadie Le Interesa Si Quedais Atras (Total Que...),0,191973,9.0,1.0,4.0,156.308,0.418,0.579,0.766,-17.901,0.117,0.0965,0.0585,0.183
Vox Dei,Vueltas Y Vueltas Alrededor Del Sol,0,168760,0.0,1.0,4.0,135.606,0.385,0.641,0.559,-15.848,0.0588,0.0642,0.000136,0.0798
Vox Dei,Amor Y Seis,0,177733,4.0,1.0,4.0,121.422,0.641,0.458,0.761,-21.428,0.0576,0.0636,0.00823,0.349
Vox Dei,El Momento En Que Estas (Presente),0,215706,0.0,1.0,4.0,100.333,0.463,0.475,0.528,-16.237,0.101,0.466,1.09e-05,0.147
Vox Dei,Azucar Amarga,0,212960,2.0,1.0,4.0,116.534,0.664,0.414,0.857,-18.699,0.039,0.403,0.0259,0.134
Vox Dei,Sin Separarnos Mas,0,255000,4.0,0.0,4.0,111.219,0.446,0.106,0.682,-26.205,0.0358,0.494,0.000525,0.665
Vox Dei,Ritmo Y Blues Con Armonica,0,267826,0.0,0.0,4.0,106.137,0.601,0.495,0.707,-16.829,0.0473,0.603,4.67e-06,0.574
Vox Dei,"Jeremias, Pies de Plomo",0,274240,9.0,1.0,4.0,135.354,0.581,0.692,0.549,-10.833,0.0344,0.105,0.0334,0.107
Vox Dei,Detras del Vidrio,0,416626,9.0,0.0,4.0,144.154,0.38,0.471,0.356,-12.829,0.0427,0.539,2.59e-06,0.113
Vox Dei,Juntando Semillas en el Suelo,0,164666,4.0,1.0,4.0,143.212,0.581,0.541,0.836,-11.82,0.0304,0.149,0.000891,0.127
Vox Dei,Esta Noche No Parece Igual,0,175533,1.0,1.0,4.0,119.007,0.547,0.533,0.837,-12.569,0.0583,0.44,0.000633,0.129
Vox Dei,Ahora Es el Preciso Instante,0,204333,4.0,0.0,4.0,113.435,0.552,0.596,0.635,-11.956,0.0435,0.514,0.0,0.108
Vox Dei,Ritmo y Blues Con Armonica,0,271973,5.0,0.0,4.0,106.828,0.589,0.697,0.545,-11.038,0.074,0.611,8.59e-06,0.155
